"playlist_name","danceability","energy","loudness","speechiness","acousticness","instrumentalness","liveness","valence","track.name","track.popularity","year"
"Neo Soul",0.412,0.109,-16.518,0.0394,0.971,0.00214,0.108,0.234,"Desert Wine (Acoustic)",40,2019
"Neo Soul",0.569,0.184,-12.842,0.0584,0.908,0,0.114,0.309,"Top to Toe",48,2016
"Neo Soul",0.408,0.24,-13.522,0.0307,0.846,0.00254,0.104,0.434,"You’re Free Now (feat. Sarah Jarosz)",0,2017
"Neo Soul",0.629,0.208,-16.225,0.0324,0.824,3.7e-06,0.107,0.685,"If We Were Vampires",67,2017
"Neo Soul",0.363,0.294,-15.026,0.0302,0.798,0.273,0.0869,0.242,"On Your Horizon",53,2018
"Neo Soul",0.592,0.416,-9.794,0.0246,0.882,0.000586,0.112,0.417,"Bloom - Bonus Track",74,2013
"Neo Soul",0.643,0.436,-12.245,0.0273,0.724,0.459,0.11,0.422,"My Arms Were Always Around You",60,2017
"Neo Soul",0.513,0.662,-12.787,0.0435,0.813,0.18,0.288,0.734,"Even The Darkness Has Arms",0,2014
"Neo Soul",0.689,0.399,-10.906,0.028,0.648,0.0167,0.0704,0.432,"The Rains",0,2016
"Neo Soul",0.506,0.275,-8.464,0.0292,0.494,0.00377,0.101,0.0639,"Shrike",63,2019
"Neo Soul",0.55,0.334,-10.73,0.0288,0.517,0.000169,0.101,0.143,"Such A Simple Thing - Recorded at Sound Stage Studios Nashville",60,2018
"Neo Soul",0.567,0.224,-10.024,0.0299,0.887,0,0.109,0.2,"Front Porch",67,2019
"Neo Soul",0.358,0.546,-8.927,0.0296,0.795,0.0586,0.111,0.264,"Fever To The Form",67,2014
"Neo Soul",0.567,0.434,-12.755,0.0349,0.86,0.257,0.115,0.254,"San Luis",69,2018
"Neo Soul",0.48,0.235,-13.446,0.029,0.861,0.0033,0.114,0.141,"Here's to the Ones",0,2019
"Neo Soul",0.445,0.332,-11.181,0.0306,0.693,0.00659,0.0987,0.297,"Go Tell a Bird",41,2019
"Neo Soul",0.397,0.249,-10.484,0.0394,0.926,0,0.115,0.329,"For Now",64,2018
"Neo Soul",0.572,0.409,-11.384,0.0377,0.662,0.296,0.125,0.351,"Olalla",1,2018
"Neo Soul",0.622,0.312,-16.105,0.0315,0.902,0.401,0.109,0.228,"Don't Go Far",0,2019
"Neo Soul",0.401,0.364,-10.836,0.033,0.45,0.0503,0.162,0.224,"Old Pine",71,2011
"Neo Soul",0.396,0.198,-9.096,0.031,0.912,0,0.0972,0.19,"The Trouble with Wanting",0,2018
"Neo Soul",0.54,0.18,-13.982,0.0422,0.928,0.00498,0.109,0.535,"You Needed Love, I Needed You",52,2019
"Neo Soul",0.614,0.106,-22.097,0.0413,0.838,0.0509,0.394,0.169,"Stay With Me - Live From Spotify Berlin",53,2015
"Neo Soul",0.57,0.186,-10.603,0.0318,0.93,0,0.115,0.319,"Call My Name - Acoustic",50,2019
"Neo Soul",0.572,0.183,-16.069,0.0323,0.897,0.00275,0.103,0.404,"Big Black Car",67,2009
"Neo Soul",0.474,0.217,-13.271,0.0891,0.893,5.46e-05,0.104,0.237,"For Island Fires and Family",60,2019
"Neo Soul",0.624,0.193,-10.53,0.0309,0.93,2.79e-05,0.102,0.269,"Visions of China",54,2018
"Neo Soul",0.716,0.301,-12.081,0.0365,0.702,0.145,0.0885,0.329,"Stay Alive",0,2013
"Neo Soul",0.428,0.141,-16.872,0.035,0.929,0.209,0.119,0.503,"Ribcage",32,2018
"Neo Soul",0.716,0.307,-13.988,0.0402,0.92,0.000456,0.0905,0.5,"On the Frame",44,2014
"Neo Soul",0.528,0.3,-14.82,0.0389,0.778,0.152,0.317,0.259,"Smoke - Acoustic",26,2019
"Neo Soul",0.5,0.201,-6.838,0.0335,0.787,0,0.184,0.436,"Tugboats",40,2017
"Neo Soul",0.458,0.453,-8.545,0.0278,0.306,1.11e-05,0.149,0.224,"Back to Tennessee",0,2018
"Neo Soul",0.627,0.18,-11.696,0.0376,0.981,0.000373,0.107,0.466,"Hard Times",43,2011
"Neo Soul",0.604,0.11,-12.46,0.044,0.897,0,0.118,0.411,"The Bear (Trio)",42,2017
"Neo Soul",0.568,0.194,-14.297,0.0298,0.762,0.000272,0.116,0.147,"James",17,2019
"Neo Soul",0.452,0.698,-7.903,0.0302,0.529,0.000646,0.0687,0.563,"A Petal Here, a Petal There",38,2018
"Neo Soul",0.58,0.687,-5.4,0.106,0.229,0,0.109,0.187,"Beyond",73,2018
"Neo Soul",0.412,0.285,-9.918,0.0444,0.935,0,0.11,0.377,"Waves - Guitar Acoustic",54,2017
"Neo Soul",0.367,0.326,-15.605,0.0344,0.699,0.358,0.0759,0.064,"Love Brought Weight",61,2016
"Neo Soul",0.353,0.239,-11.059,0.0296,0.954,3.68e-05,0.131,0.159,"Motion Sickness (Demo - Bonus Track)",50,2018
"Neo Soul",0.326,0.221,-13.303,0.0346,0.872,0.0231,0.11,0.134,"Portland",45,2018
"Neo Soul",0.567,0.224,-10.558,0.0288,0.921,0,0.102,0.292,"Sorrow - Acoustic",0,2018
"Neo Soul",0.708,0.302,-13.582,0.0397,0.884,0.0351,0.102,0.37,"Nothing Else",47,2017
"Neo Soul",0.336,0.647,-7.718,0.039,0.142,0.00616,0.394,0.207,"Emmylou - Spotify Sessions",53,2014
"Neo Soul",0.738,0.423,-8.192,0.0332,0.743,7.96e-05,0.119,0.612,"The Barrel - Edit",53,2019
"Neo Soul",0.493,0.185,-12.334,0.0295,0.941,3.24e-05,0.116,0.276,"Take Your Records Home",35,2018
"Neo Soul",0.662,0.384,-6.198,0.0288,0.882,6.38e-05,0.122,0.186,"Where We Start",46,2018
"Neo Soul",0.866,0.193,-11.041,0.188,0.629,0,0.0774,0.329,"Be My Husband",0,2015
"Neo Soul",0.414,0.12,-10.898,0.0312,0.939,6.75e-06,0.107,0.15,"Tell That Devil (Acoustic Version)",35,2018
"Neo Soul",0.379,0.194,-12.644,0.0438,0.901,1.19e-05,0.139,0.436,"Real Peach - Recorded at Spotify Studios NYC",51,2018
"Neo Soul",0.515,0.743,-6.431,0.0512,0.218,1.05e-05,0.394,0.32,"Letter to Lady J",0,2018
"Neo Soul",0.519,0.214,-11.243,0.0298,0.858,0.0021,0.118,0.229,"First Defeat",48,2014
"Neo Soul",0.499,0.229,-9.642,0.0361,0.822,4.59e-06,0.0914,0.239,"Hollow (Acoustic)",22,2017
"Neo Soul",0.668,0.367,-11.002,0.0285,0.891,0.00521,0.103,0.342,"Changes",59,2015
"Neo Soul",0.389,0.431,-8.061,0.0344,0.249,0,0.13,0.275,"Sleep On The Floor",56,2016
"Neo Soul",0.47,0.351,-9.385,0.034,0.757,1.32e-06,0.394,0.392,"Without Me",4,2018
"Neo Soul",0.581,0.375,-11.591,0.0359,0.818,1.05e-06,0.109,0.649,"I-89 - Recorded At Spotify Studios NYC",42,2018
"Neo Soul",0.423,0.183,-13.517,0.0344,0.715,4.25e-05,0.104,0.142,"Shiver",51,2012
"Neo Soul",0.558,0.117,-16.958,0.0345,0.964,0.000686,0.0847,0.174,"Mexico",47,2012
"Neo Soul",0.521,0.194,-14.412,0.0457,0.929,0,0.0931,0.324,"Feathers",31,2010
"Neo Soul",0.408,0.0811,-14.655,0.0402,0.959,4.38e-05,0.133,0.177,"Follow My Voice",52,2017
"Neo Soul",0.519,0.461,-5.719,0.0261,0.459,6.72e-06,0.0906,0.208,"My Dreams Have All Come True",19,2018
"Neo Soul",0.646,0.288,-15.797,0.032,0.935,0.0012,0.16,0.337,"Tidal Wave - Acoustic",0,2018
"Neo Soul",0.555,0.43,-9.105,0.0295,0.462,0.000191,0.0869,0.274,"Slow Burn",70,2018
"Neo Soul",0.455,0.172,-10.265,0.0307,0.236,0.0013,0.102,0.189,"I Am California",57,2017
"Neo Soul",0.539,0.34,-14.21,0.0373,0.859,0.0349,0.129,0.352,"The Wolves",0,2019
"Neo Soul",0.511,0.145,-9.827,0.0335,0.934,2.64e-06,0.123,0.547,"I'll Keep You",41,2018
"Neo Soul",0.359,0.17,-10.915,0.0308,0.91,0.000238,0.11,0.178,"Golden (Acoustic)",50,2018
"Neo Soul",0.368,0.441,-6.656,0.0457,0.599,0,0.145,0.297,"Uh Huh - Acoustic",0,2018
"Neo Soul",0.542,0.136,-14.797,0.0348,0.937,6.92e-05,0.11,0.37,"Crescent City",34,2018
"Neo Soul",0.505,0.252,-10.169,0.0321,0.765,0,0.0829,0.393,"Before You",43,2018
"Neo Soul",0.509,0.515,-9.442,0.0316,0.61,5.76e-05,0.0966,0.717,"Call It Dreaming",44,2017
"Neo Soul",0.643,0.213,-15.584,0.0324,0.891,0.00138,0.211,0.12,"Vedauwoo",55,2017
"Neo Soul",0.375,0.304,-14.52,0.0302,0.943,0.303,0.126,0.147,"Holocene",70,2011
"Neo Soul",0.595,0.723,-8.256,0.0349,0.047,0.0286,0.0995,0.272,"Mess Is Mine",68,2014
"Neo Soul",0.512,0.368,-12.328,0.0425,0.958,0.0157,0.0613,0.612,"Echo - Recorded at Spotify Studios NYC",0,2018
"Neo Soul",0.802,0.354,-8.091,0.034,0.822,2.57e-06,0.114,0.418,"Right Down The Line",53,2018
"Neo Soul",0.531,0.359,-7.672,0.0619,0.749,0,0.112,0.254,"Work Song",61,2014
"Neo Soul",0.447,0.294,-19.696,0.0329,0.818,0.824,0.147,0.442,"Turn the Skies of Blue On",39,2017
"Neo Soul",0.526,0.508,-8.643,0.029,0.859,0.0729,0.126,0.43,"Pale November Dew",0,2018
"Neo Soul",0.44,0.289,-11.797,0.0311,0.608,0.000748,0.13,0.142,"Call the Days",0,2015
"Neo Soul",0.613,0.446,-11.749,0.0388,0.453,9.44e-05,0.145,0.352,"Halo Light",38,2019
"Neo Soul",0.586,0.208,-15.224,0.0343,0.947,0.0177,0.133,0.451,"Whisper In Her Ear",51,2013
"Neo Soul",0.629,0.585,-8.563,0.0269,0.614,0.0725,0.129,0.523,"The Breach",62,2014
"Neo Soul",0.296,0.249,-12.876,0.0283,0.348,7.41e-05,0.152,0.303,"Old Soul - Acoustic",0,2018
"Neo Soul",0.715,0.259,-10.493,0.035,0.67,0,0.11,0.3,"Wild Horses - Acoustic",44,2017
"Neo Soul",0.625,0.432,-12.19,0.0313,0.108,0.00304,0.0995,0.538,"It'll Work Itself Out",4,2017
"Neo Soul",0.521,0.22,-10.202,0.0314,0.647,0.00814,0.179,0.135,"If You Need To, Keep Time on Me",64,2017
"Neo Soul",0.546,0.299,-14.999,0.0386,0.668,0.108,0.111,0.79,"What I Am - Recorded at Spotify Studios NYC",49,2018
"Neo Soul",0.527,0.283,-11.962,0.0367,0.876,0.000142,0.106,0.283,"Build Me Up From Bones",56,2013
"Neo Soul",0.466,0.496,-6.606,0.0302,0.626,6.22e-06,0.117,0.352,"All the Pretty Girls",69,2016
"Neo Soul",0.473,0.46,-10.936,0.0263,0.224,0.403,0.0802,0.428,"More I See",43,2018
"Neo Soul",0.347,0.183,-11.149,0.0338,0.826,2.94e-05,0.126,0.24,"Sausalito",56,2018
"Neo Soul",0.652,0.601,-7.988,0.0317,0.625,0.000165,0.17,0.302,"Angela (Single Version)",54,2017
"Neo Soul",0.348,0.226,-10.918,0.0386,0.962,0.00483,0.135,0.173,"K.",57,2018
"Neo Soul",0.517,0.622,-9.135,0.0337,0.344,0.0699,0.394,0.51,"Horse to Water",60,2016
"Neo Soul",0.375,0.546,-8.16,0.0294,0.451,0.000312,0.278,0.37,"Lost in My Mind",0,2010
"Neo Soul",0.294,0.0598,-13.03,0.0365,0.941,0,0.144,0.254,"Take Me Home, Country Roads",50,2019
"Neo Soul",0.614,0.549,-6.986,0.0516,0.286,2.64e-06,0.142,0.258,"Heavy",59,2016
"Neo Soul",0.473,0.317,-10.324,0.0318,0.944,0.0124,0.11,0.132,"Tiger Striped Sky",0,2014
"Neo Soul",0.534,0.285,-15.696,0.0302,0.783,0.000306,0.104,0.3,"Rolling On",44,2018
"Neo Soul",0.41,0.44,-8.616,0.0307,0.662,0.0014,0.0663,0.304,"Honest",0,2016
"Neo Soul",0.485,0.279,-10.512,0.031,0.871,0,0.102,0.134,"Hold Me - Alternate Version",43,2017
"Neo Soul",0.468,0.201,-17.024,0.0388,0.915,8.28e-05,0.0952,0.383,"First Day Of My Life",70,2005
"Neo Soul",0.439,0.183,-12.133,0.0305,0.733,0.00302,0.132,0.225,"One More Chance",42,2016
"Neo Soul",0.359,0.538,-8.487,0.0302,0.717,0.000489,0.228,0.568,"Porch Light",0,2016
"Neo Soul",0.636,0.379,-16.21,0.029,0.759,0.852,0.114,0.341,"The Meetings of the Waters",54,2017
"Neo Soul",0.621,0.213,-13.484,0.0299,0.917,0,0.0927,0.231,"Now Go",0,2014
"Neo Soul",0.578,0.245,-8.901,0.0287,0.938,0,0.107,0.509,"Pegasi",35,2017
"Neo Soul",0.433,0.268,-10.418,0.0274,0.642,8.72e-06,0.138,0.173,"Heart Like a Kite",17,2019
"Neo Soul",0.334,0.165,-13.99,0.0322,0.974,0.0113,0.101,0.179,"Elijah - Acoustic Version",0,2016
"Neo Soul",0.345,0.132,-13.633,0.052,0.865,0.0144,0.114,0.0414,"Mind on Fire",50,2017
"Neo Soul",0.54,0.253,-14.274,0.032,0.837,0.00139,0.117,0.32,"Winter Song",0,2010
"Neo Soul",0.372,0.105,-19.241,0.0298,0.899,0.000459,0.321,0.565,"Mother, Mother",41,2017
"Neo Soul",0.554,0.424,-8.761,0.0268,0.322,0.363,0.1,0.708,"Human",0,2019
"Neo Soul",0.579,0.0685,-19.86,0.0332,0.807,0,0.0887,0.167,"Memory",40,2017
"Neo Soul",0.77,0.335,-10.095,0.0634,0.641,7.59e-05,0.168,0.489,"When Doves Cry - Recorded At Spotify Studios NYC",55,2017
"Neo Soul",0.354,0.262,-11.502,0.0301,0.926,0.000415,0.153,0.569,"Whale Song",44,2016
"Neo Soul",0.557,0.299,-10.634,0.0266,0.624,0.0308,0.0914,0.297,"Hello My Old Heart",67,2011
"Neo Soul",0.599,0.295,-11.548,0.0264,0.655,0.000921,0.102,0.145,"Secret - Acoustic",47,2017
"Neo Soul",0.292,0.181,-12.609,0.0367,0.967,4.47e-05,0.105,0.161,"Us - Acoustic",37,2016
"Neo Soul",0.387,0.174,-14.765,0.0323,0.614,0,0.12,0.213,"Where You Are - Acoustic",57,2018
"Neo Soul",0.377,0.267,-13.29,0.0354,0.941,0.000155,0.0881,0.345,"Fly - Acoustic",54,2015
"Neo Soul",0.379,0.0938,-10.95,0.0391,0.938,0,0.0861,0.18,"Used",48,2014
"Neo Soul",0.462,0.513,-11.05,0.0248,0.326,0.0572,0.0836,0.23,"Ran Away",47,2018
"Neo Soul",0.408,0.271,-11.92,0.0314,0.788,0.436,0.112,0.313,"Aeroplane",55,2017
"Neo Soul",0.475,0.635,-7.617,0.0345,0.565,0.000556,0.109,0.537,"Thin Ice",39,2014
"Neo Soul",0.589,0.467,-8.179,0.031,0.761,0,0.0847,0.571,"Concrete Jungle - Acoustic",0,2016
"Neo Soul",0.676,0.0812,-22.846,0.0398,0.979,0.416,0.118,0.314,"Re: Stacks",65,2008
"Neo Soul",0.67,0.39,-12.108,0.0287,0.781,0.0783,0.112,0.283,"Boardwalks",0,2014
"Neo Soul",0.379,0.0849,-17.825,0.0491,0.878,8.01e-05,0.109,0.188,"Polyester",38,2016
"Neo Soul",0.493,0.335,-13.179,0.0315,0.955,0.0954,0.104,0.189,"Bashed Out",41,2015
"Neo Soul",0.391,0.428,-12.409,0.0287,0.459,0.00826,0.17,0.243,"Pallid Eyes",35,2016
"Neo Soul",0.562,0.25,-11.977,0.0325,0.959,0.000836,0.107,0.595,"Rivers",0,2016
"Neo Soul",0.426,0.662,-6.158,0.0319,0.211,0.00652,0.176,0.359,"Spirit Cold",61,2016
"Neo Soul",0.395,0.198,-16.971,0.0362,0.923,0.0703,0.0786,0.0714,"Forever Ago",0,2015
"Neo Soul",0.741,0.164,-12.18,0.0334,0.924,0.000889,0.108,0.299,"Better Now - Acoustic",44,2017
"Hip Hop",0.6,0.592,-4.947,0.0545,0.0191,0,0.0955,0.0663,"Bugatti",64,2013
"Hip Hop",0.397,0.69,-4.108,0.195,0.395,0,0.101,0.36,"Blood On The Leaves",66,2013
"Hip Hop",0.689,0.935,-4.449,0.167,0.019,0.000299,0.24,0.391,"Burial (feat. Pusha T, Moody Good, TrollPhace)",54,2015
"Hip Hop",0.72,0.816,-3.313,0.143,0.207,0,0.394,0.487,"WDYW (feat. Lil Uzi Vert, A$AP Ferg & Rich The Kid)",39,2015
"Hip Hop",0.485,0.72,-5.991,0.127,0.0123,0,0.0546,0.0471,"Lord Pretty Flacko Jodye 2 (LPFJ2)",68,2015
"Hip Hop",0.783,0.464,-8.122,0.218,0.0187,0.21,0.0699,0.261,"F*ckwithmeyouknowigotit",0,2013
"Hip Hop",0.544,0.646,-8.031,0.218,0.0311,0,0.217,0.35,"F.U.T.W.",0,2013
"Hip Hop",0.428,0.687,-8.156,0.114,9.61e-05,0,0.269,0.463,"Cold",0,2012
"Hip Hop",0.576,0.597,-4.604,0.218,0.126,0,0.0656,0.429,"I'm In It",0,2013
"Hip Hop",0.633,0.552,-5.206,0.218,0.281,3.8e-05,0.329,0.406,"Send It Up",0,2013
"Hip Hop",0.869,0.712,-6.136,0.103,0.0715,0,0.272,0.435,"Shabba (feat. A$AP Rocky)",66,2013
"Hip Hop",0.661,0.837,-3.78,0.114,0.00188,0,0.362,0.603,"The Devil Is A Lie",0,2013
"Hip Hop",0.732,0.572,-6.157,0.0386,0.00117,0,0.378,0.239,"Country Sh*t (Remix)",56,2011
"Hip Hop",0.722,0.488,-7.547,0.218,0.0405,3.28e-06,0.322,0.661,"Jamba (feat. Hodgy)",55,2013
"Hip Hop",0.762,0.666,-6.055,0.0916,0.00427,0,0.127,0.278,"Really Really",70,2016
"Hip Hop",0.696,0.774,-2.424,0.084,0.0653,0,0.394,0.33,"Champions",0,2016
"Hip Hop",0.789,0.858,-5.542,0.218,0.127,0,0.349,0.775,"Ni**as In Paris",80,2011
"Hip Hop",0.607,0.783,-6.891,0.139,0.0036,0,0.216,0.182,"Random",60,2015
"Hip Hop",0.457,0.899,-2.591,0.132,0.0019,0,0.394,0.298,"Purple Lamborghini (with Rick Ross)",71,2016
"Hip Hop",0.754,0.877,-3.486,0.0586,0.000869,0,0.0576,0.538,"I Don't Like",0,2012
"Hip Hop",0.663,0.91,-1.629,0.218,0.0719,0,0.244,0.342,"Drop The World",63,2009
"Hip Hop",0.698,0.911,-2.57,0.217,0.000757,0.000103,0.281,0.564,"Movin' Bass - GTA Remix",51,2015
"Hip Hop",0.754,0.909,-3.323,0.218,0.138,0,0.281,0.591,"The Game & Skrillex: El Chapo",0,2015
"Hip Hop",0.747,0.782,-4.326,0.218,0.0223,0,0.0902,0.501,"Forbes (feat. G-Eazy)",42,2015
"Hip Hop",0.508,0.763,-5.674,0.218,0.0627,0,0.347,0.275,"Bonfire",11,2011
"Hip Hop",0.717,0.862,-4.736,0.054,0.00689,0,0.321,0.52,"We Dem Boyz",68,2014
"Hip Hop",0.68,0.843,-4.919,0.218,0.22,3.02e-05,0.378,0.743,"Goldie",0,2013
"Hip Hop",0.365,0.751,-5.429,0.218,0.000707,0,0.318,0.604,"6 Foot 7 Foot",70,2011
"Hip Hop",0.749,0.865,-5.228,0.0413,0.00536,0,0.198,0.371,"Man Of The Year",72,2014
"Hip Hop",0.381,0.69,-5.312,0.218,0.0209,0,0.394,0.223,"Ali Bomaye",67,2012
"Hip Hop",0.546,0.651,-7.601,0.218,0.000739,0,0.235,0.646,"Backseat Freestyle",54,2012
"Hip Hop",0.756,0.857,-4.185,0.218,0.0452,0,0.121,0.688,"Wild for the Night (feat. Skrillex & Birdy Nam Nam)",0,2013
"Hip Hop",0.487,0.729,-6.815,0.218,0.0538,4.07e-06,0.394,0.217,"m.A.A.d city",67,2012
"Hip Hop",0.652,0.836,-7.179,0.153,0.377,0,0.138,0.162,"Hell Of A Night",61,2014
"Hip Hop",0.712,0.562,-6.008,0.129,0.125,0,0.136,0.142,"I Mean It (feat. Remo)",73,2014
"Hip Hop",0.346,0.76,-7.64,0.179,0.606,0.000604,0.12,0.0629,"Gordo (feat. Rick Ross & Araabmuzik)",25,2015
"Hip Hop",0.745,0.635,-9.735,0.218,0.013,0,0.06,0.551,"You Got Me",57,2015
"Hip Hop",0.712,0.674,-8.188,0.194,0.0333,1.87e-06,0.0916,0.329,"Lotta That (feat. A$AP Ferg & Danny Seth)",55,2014
"Hip Hop",0.644,0.479,-8.352,0.177,0.169,0,0.394,0.612,"IV. Sweatpants",0,2013
"Hip Hop",0.801,0.815,-4.81,0.148,0.042,4.42e-06,0.0741,0.37,"I Am The Greatest",57,2015
"Hip Hop",0.652,0.671,-5.376,0.218,0.00402,2.89e-05,0.394,0.518,"Beamer, Benz, Or Bentley",58,2010
"Hip Hop",0.493,0.826,-3.106,0.218,0.095,3.42e-06,0.252,0.75,"Ultimate",0,2015
"Hip Hop",0.766,0.809,-6.123,0.218,0.0011,0,0.168,0.325,"Black Skinhead",74,2013
"Hip Hop",0.722,0.586,-6.495,0.0472,0.0122,0,0.325,0.48,"U Mad",0,2015
"Hip Hop",0.658,0.76,-3.578,0.172,0.042,0,0.306,0.205,"R.N.S.",45,2015
"Hip Hop",0.788,0.617,-4.516,0.0651,0.0448,0,0.088,0.128,"Upper Echelon (feat. T.I. & 2 Chainz)",58,2013
"Hip Hop",0.434,0.695,-7.464,0.218,0.0168,0,0.394,0.16,"Lord Knows (feat. Tory Lanez)",61,2015
"Hip Hop",0.649,0.548,-6.879,0.184,0.0182,0,0.165,0.075,"Run the Jewels",0,2014
"Hip Hop",0.493,0.823,-6.208,0.218,0.14,0,0.336,0.546,"Job Well Done (feat. Until The Ribbon Breaks)",0,2014
"Hip Hop",0.645,0.606,-8.074,0.218,0.292,0,0.129,0.121,"Blessings - Extended Version",54,2015
"Hip Hop",0.563,0.496,-9.381,0.218,0.0685,5.8e-05,0.173,0.426,"Mercy",72,2012
"Hip Hop",0.548,0.847,-3.237,0.186,0.0622,0,0.0816,0.1,"'Till I Collapse",84,2002
"Hip Hop",0.494,0.887,-4.297,0.218,0.00661,0,0.103,0.548,"99 Problems",0,2003
"Hip Hop",0.943,0.949,-4.22,0.218,0.0362,0,0.394,0.701,"OG Bobby Johnson",52,2013
"Hip Hop",0.887,0.535,-5.368,0.139,0.0201,0,0.136,0.119,"Let It Bang (feat. ScHoolboy Q)",47,2016
"Hip Hop",0.809,0.53,-7.323,0.218,0.0109,0,0.129,0.37,"Dope",38,2013
"Hip Hop",0.831,0.783,-6.719,0.0527,0.079,1.27e-06,0.35,0.771,"Molly",53,2013
"Hip Hop",0.73,0.469,-8.212,0.0612,0.000283,0,0.0949,0.238,"Swipe Life (feat. Rick Ross)",39,2016
"Hip Hop",0.708,0.843,-2.66,0.218,0.397,0,0.394,0.625,"Rap God",77,2013
"Hip Hop",0.902,0.72,-2.776,0.218,0.26,0,0.0749,0.805,"In Da Club",71,2003
"Hip Hop",0.534,0.933,-3.282,0.218,0.0835,0,0.394,0.478,"Party Up",0,1999
"Hip Hop",0.739,0.872,-4.059,0.218,0.0217,0,0.26,0.684,"Berzerk",68,2013
"Hip Hop",0.789,0.801,-4.552,0.048,0.0052,0.273,0.129,0.281,"Photo Copied",49,2016
"Hip Hop",0.521,0.625,-7.47,0.067,0.0301,0,0.121,0.136,"Get Low",71,2002
"Hip Hop",0.743,0.787,-4.863,0.218,0.403,0,0.0553,0.71,"Ill Mind of Hopsin 8",63,2016
"Hip Hop",0.651,0.741,-5.067,0.0408,0.00293,1.2e-05,0.217,0.386,"Go Hard or Go Home",61,2015
"Hip Hop",0.642,0.523,-7.999,0.218,0.0312,1.97e-06,0.0568,0.394,"Blockbuster Night, Pt. 1",24,2014
"Hip Hop",0.413,0.928,-3.671,0.218,0.106,0,0.331,0.469,"Holy Key (feat. Big Sean, Kendrick Lamar & Betty Wright)",42,2016
"Hip Hop",0.684,0.916,-3.857,0.218,0.169,1.63e-05,0.123,0.553,"Simon Says",0,2011
"Hip Hop",0.689,0.85,-5.552,0.218,0.229,0,0.102,0.537,"Under Pressure",0,2014
"Hip Hop",0.608,0.709,-5.526,0.0928,0.0378,0,0.109,0.437,"Hold Me Back",0,2012
"Hip Hop",0.732,0.709,-4.145,0.147,0.0723,0,0.0859,0.529,"Gave Em Hope",43,2016
"Hip Hop",0.669,0.829,-3.801,0.218,0.179,0,0.241,0.61,"Bad Boy for Life",66,2001
"Hip Hop",0.638,0.805,-6.513,0.218,0.0471,0,0.0819,0.675,"You See Me",0,2011
"Hip Hop",0.542,0.577,-6.195,0.218,0.019,0,0.151,0.151,"Pray for Em",0,2016
"Hip Hop",0.661,0.905,-3.403,0.166,0.0919,0,0.124,0.425,"Young Jesus",0,2015
"Hip Hop",0.838,0.609,-5.643,0.218,0.341,0,0.0578,0.394,"No Romeo No Juliet",59,2016
"Hip Hop",0.848,0.405,-7.615,0.218,0.265,0,0.131,0.314,"Too Rich For The Bitch",56,2015
"Hip Hop",0.734,0.892,-1.856,0.125,0.0648,0,0.394,0.605,"Pop That",52,2013
"Hip Hop",0.726,0.773,-3.144,0.218,0.0118,0,0.394,0.632,"Am I a Psycho? (feat. B.o.B. and Hopsin)",50,2011
"Hip Hop",0.701,0.622,-7.812,0.218,0.00748,0,0.0906,0.381,"Mission",25,2016
"Hip Hop",0.611,0.752,-4.438,0.218,0.221,1.24e-05,0.0956,0.617,"Untouchable",0,2015
"Hip Hop",0.853,0.639,-8.013,0.162,0.0367,0.000208,0.103,0.575,"Throw Sum Mo",0,2015
"Hip Hop",0.721,0.908,-4.855,0.218,0.173,0,0.394,0.741,"Hungry Ham (feat. Skrillex & Crystal Caines)",35,2016
"Hip Hop",0.747,0.973,-1.788,0.209,0.133,0,0.394,0.663,"Raw",0,2015
"Hip Hop",0.624,0.46,-9.61,0.129,0.0989,2.74e-06,0.0788,0.335,"Diego",0,2015
"Hip Hop",0.859,0.623,-8.596,0.106,0.0248,0,0.125,0.482,"6 God",0,2015
"Hip Hop",0.799,0.68,-4.7,0.054,0.0304,0,0.244,0.506,"Wild Boy",0,2012
"Hip Hop",0.865,0.621,-7.027,0.109,0.0285,0,0.136,0.344,"Till I Die",0,2015
"Hip Hop",0.553,0.852,-4.08,0.218,0.00713,0,0.394,0.27,"The Blacker The Berry",0,2015
"Hip Hop",0.673,0.749,-4.9,0.218,0.0503,0,0.105,0.304,"Millions",0,2013
"Hip Hop",0.728,0.735,-3.961,0.218,0.043,0,0.34,0.225,"Look at Me!",0,2016
"Hip Hop",0.65,0.801,-2.178,0.0694,0.117,0.000231,0.347,0.356,"Outlet",59,2017
"Hip Hop",0.312,0.796,-5.8,0.0945,0.0255,0.00111,0.185,0.28,"Enough",0,2017
"Hip Hop",0.498,0.835,-5.042,0.218,0.144,0,0.16,0.29,"No Chill",44,2016
"Hip Hop",0.686,0.623,-3.425,0.13,0.00287,0.00145,0.219,0.176,"I Got the Keys (feat. Jay-Z & Future)",52,2016
"Hip Hop",0.415,0.745,-5.902,0.174,0.108,6.69e-05,0.394,0.468,"Blue Suede",55,2014
"Hip Hop",0.904,0.783,-4.475,0.145,0.079,0,0.149,0.176,"Multiply (feat. Juicy J)",57,2014
"Hip Hop",0.75,0.849,-3.097,0.218,0.0803,0,0.333,0.771,"Fight Music",66,2001
"Hip Hop",0.483,0.926,-3.361,0.218,0.265,0,0.394,0.523,"Ghetto Symphony",0,2013
"Hip Hop",0.801,0.64,-5.508,0.218,0.0422,0,0.111,0.218,"Paradise - Extended",54,2015
"Hip Hop",0.623,0.746,-5.174,0.218,0.0227,0,0.144,0.507,"Milk N' Honey",47,2014
